from,title,company,location,link
Indeed,2021 상반기 신입사원 채용,교보생명,서울 종로1가,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=bf756444db915490
Indeed,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",스칼라웍스,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=dfb20fa220f3c478
Indeed,"데이터 분석 및 컨설팅 분야 (Python, SAS, 빅데이터) 경력직",한국정보기술단,과천 과천시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=9fe4755841bec8ce
Indeed,[AI/Lab] AI 백엔드 엔지니어 (전문연구요원 가능),버즈니,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=dbe3257e487e5814
Indeed,NLP Researcher,AITRICS,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=3cf01580ba5eb23a
Indeed,[특허톤 참가자격/관련분야 취업연계] 2021년 빅데이터 전문가 양성과정 교육생,한국여성과학기술인지원센터,서울 서대문구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=2bc89fb4b05a2c88
Indeed,Python Programmer,Mofac,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=df21e3bb5d773616
Indeed,A.I. 내비게이션 전문가,LG전자,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=836b58f1148deecc
Indeed,"Engr, Tech Supp 3",KLA-Tencor,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=233bbfd9781e846d
Indeed,[Papago] 파파고 머신러닝(컴퓨터비전) 엔지니어 체험형 인턴,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=5d586ea25719e960
Indeed,NLP Engineer for AI Startup (remote),MIND AI,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=a22173d071050949
Indeed,Data Scientist - IBM Garage,IBM,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=f646e85ff3e17ed8
Indeed,AI 분야 석/박사,LG CNS,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=59db18a2366b2c92
Indeed,정보보호 컨설팅 전문가 양성 과정,한국정보보호산업협회,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=61de44a2ade660a0
Indeed,BIOS/Firmware Engineer,Intel,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=36df1dfea186e63e
Indeed,"Staff Software Engineer, Maps & Navigation, Seoul, Korea",Tesla,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=44f16e94e3e6b589
Indeed,"IT분야 경력직원 (빅데이터 개발/운영, 카드금융 개발/운영)",우리에프아이에스,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=7e1a2c3f814f1735
Indeed,[타다]데이터 분석가/사이언티스트,쏘카,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=3330430ae94277db
Indeed,"Engr, Apps Dev 3",KLA-Tencor,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=afeaf9f2fdda7973
Indeed,[진행중] 우리은행 빅데이터사업부 전문직(데이터 사이언티스트(데이터분석가)) 채용공고,우리은행,서울 회현동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=e29ab2210c23b65f
Indeed,2021년 한화시스템 방산부문 프로젝트/기간제 엔지니어 채용(상시),한화그룹,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=2b09f13b5790dd69
Indeed,침해시도 분석/대응 전문가,이베이 코리아,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=af1b1800c6df998a
Indeed,Data Analyst,뱅크샐러드,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=c35892a03ccf7332
Indeed,[AI/Lab] AI 백엔드 엔지니어 (마케팅 분야),버즈니,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=1d2b22a2bcd3256f
Indeed,"디지털트윈(HTML5기반 Java/JScript/Mysql, R/Python)개발자",로제타텍,성남 중원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=06f928ce5f4deff8
Indeed,프랭클린템플턴투신운용 Junior Trader (Quant base 필수),프랭클린템플턴투신,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=4adac8923476d038
Indeed,BIM Manager,SYSTRA,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=112e58d399a83a19
Indeed,[서울시뉴딜] 디지털사이니지 · 실감콘텐츠 분야 전문인력 양성 교육 / 교육부터 인턴까지,스마트미디어산업진흥협회,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=7b04030358d701b1
Indeed,데이터마이닝 / 정보검색 / NLP / 분산처리 연구원 -금융대기업(연구소),금융 대기업 연구소,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=abbaed38ad85d926
Indeed,Network Engineer,Blizzard Entertainment,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=0224e8cd9aba5320
Indeed,【일본/미나토구 근무】게임 운영 회사 데이터 애널리스트,株式会社ネクソン,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=11760c4c5d39123f
Indeed,【일본/미나토구 근무】게임 운영 회사 데이터 사이언티스트【한국어 필수】,株式会社ネクソン,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=62d6e765a010b922
Indeed,A.I. 내비게이션 전문가,LG전자,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=836b58f1148deecc
Indeed,"Engr, Tech Supp 3",KLA-Tencor,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=233bbfd9781e846d
Indeed,[PUBG Studio Analytics] Data Analyst,PUBG,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=b647e33d03c852bb
Indeed,Technical Enablement Manager,DataDog,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=ce7849f8b35e1c3e
Indeed,Cloud Support Engineer - Linux,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=b2260d1fb794c644
Indeed,[서울시뉴딜] 디지털사이니지 · 실감콘텐츠 분야 전문인력 양성 교육 / 교육부터 인턴까지,스마트미디어산업진흥협회,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=7b04030358d701b1
Indeed,Healthcare Real World Data Analyst 담당자,IQVIA,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=a746de9c7a6168ef
Indeed,통신사프로젝트(SI/PYTHON/6개월/종각역),디와이즈,서울 서대문구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=5d30d12b06f56d55
Indeed,전문연구요원 (병역특례) 수시 (AI / HW 분야),딥엑스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=78e99625e5de3c95
Indeed,프랭클린템플턴투신운용 Junior Trader (Quant base 필수),프랭클린템플턴투신,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=4adac8923476d038
Indeed,정보보호 컨설팅 전문가 양성 과정,한국정보보호산업협회,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=61de44a2ade660a0
Indeed,데이터 사이언티스트 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=0064deb5fa9cbce0
Indeed,인체/미생물 유전자 및 바이오인포매틱스 전문가,LG전자,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=760ad189be6b26ea
Indeed,Data Engineer,Dohands Company,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=63fa708f9257033a
Indeed,백엔드 파운트 시스템 엔지니어 (현재 급여수준 이상 보장),파운트,서울 충정로역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=d6c05c588971df5a
Indeed,"Field Applications Engineer, Audio",Dolby,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=7cb5c3076d1701db
Indeed,[AI/Lab] AI 백엔드 엔지니어 (마케팅 분야),버즈니,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=1d2b22a2bcd3256f
Indeed,BIOS/Firmware Engineer,Intel,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=36df1dfea186e63e
Indeed,데이터 분석가 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=092d062a6faa7139
Indeed,[웹젠] 게임보안(경력),웹젠,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=30b6788b0553a9b3
Indeed,[Clova CIC] 언어 모델 연구 및 대화 시스템 개발 인턴사원 (체험형),네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=fa4084196836b8bc
Indeed,Back-end Engineer (Python),Soomgo,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=752a4b5d63eac97c
Indeed,[메디치소프트]데이터 분석가 웹프로그래머 python java,메디치소프트,서울 상암동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=d70f7a128ddf5a0f
Indeed,[바이브컴퍼니] 2021년 전문연구요원,바이브컴퍼니,서울 용산구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=65085db3911b0510
Indeed,Junior Quant Trader,Byzantine Partners,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?cmp=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%BD%E3%83%B3&t=&jk=25725b3c0e607311
